No,Answer Granularity,PIC,Question,Answer,Law,Chapter,Article,Subsection,Letter (1st level)
,Ayat,Cisco,Siapa yang memberikan Pelindungan Selama Bekerja pada Pekerja Migran Indonesia?,Pelindungan Selama Bekerja diberikan oleh Perwakilan Republik Indonesia.,PP 59/2021,2,13,1,
,Ayat,Cisco,Apa saja yang mencakup Pelindungan Selama Bekerja untuk Pekerja Migran Indonesia?,"Pelindungan Selama Bekerja sebagaimana dimaksud pada ayat (1) meliputi:
a. pendataan dan pendaftaran oleh Atase Ketenagakerjaan atau pejabat dinas luar negeri yang ditunjuk;
b. pemantauan dan evaluasi terhadap Oemberi kerja, pekerjaan, dan kondisi kerja;
c. fasilitasi pemenuhan hak pekerja Migran Indonesia;
d. fasilitasi penyelesaian kasus ketenagakerjaan;
e. pemberian layanan jasa kekonsuleran;
f. pendampingan, mediasi, advokasi, dan pemberian bantuan hukum berupa fasilitasi jasa advokat oleh Pemerintah Pusat dan/atau Perwakilan Republik Indonesia serta perwalian sesuai dengan hukum negara setempat;
g. pembinaan terhadap pekerja migran Indonesia; dan
h. fasilitasi repatriasi",PP 59/2021,2,13,2,
,Ayat,Cisco,Apakah pelindungan selama bekerja juga diberikan saat selama perjalanan untuk Pekerja Migran Indonesia?,Pelindungan Selama Bekerja sebagaimana dimaksud pada ayat (2) termasuk selama perjalanan dari embarkasi menuju negara tujuan penempatan.,PP 59/2021,2,13,3,
,Ayat,Cisco,Bagaimana pelindungan selama bekerja dilakukan untuk Pekerja Migran Indonesia?,"Pelindungan Selama Bekerja sebagaimana dimaksud pada ayat (2) dilakukan dengan tidak mengambil alih tanggung jawab pidana dan/atau perdata Pekerja Migran Indonesia dan dilaksanakan sesuai dengan ketentuan peraturan perundang-undangan, hukum negara tujuan penempatan, serta hukum dan kebiasaan internasional.",PP 59/2021,2,13,4,
,Ayat,Cisco,Apa saja yang harus dikedepankan dalam pelindungan selama bekerja yang memfasilitasi penyelesaian kasus ketenagakerjaan Migran Indonesia?,"Pelindungan selama bekerja sebagaimana dimaksud pada ayat (2) huruf b. huruf c, huruf d, dan huruf h dilakukan oleh Perwakilan Republik Indonesia dengan mengedepankan:
a. keterlibatan pihak-pihak yang bertanggung jawab di Indonesia dan di negara tujuan penempatan; dan
b. peran otoritas yang berwenang di negara tujuan penempatan",PP 59/2021,2,13,5,
,Huruf,Cisco,Apakah dilakukan pendataan dan pendaftaran oleh Atase Ketenagakerjaan atau pejabat dinas luar negeri yang ditunjuk terhadap Perjanjian Kerja Sama Penempatan?,"Pendataan dan pendaftaran oleh Atase Ketenagakerjaan atau pejabat dinas luar negeri yang ditunjuk sebagaimana dimaksud dalam Pasal 13 ayat (2) huruf a dilakukan terhadap:
b. Perjanjian Kerja Sama Penempatan",PP 59/2021,2,14,1,b
,Ayat,Cisco,Bagaimana pendataan dan pendaftaran oleh Atase Ketenagakerjaan atau pejabat dinas luar negeri yang ditunjuk sebagai salah satu Pelindungan Selama Bekerja?,Pendataan dan pendaftaran sebagaimana dimaksud pada ayat (1) dilakukan melalui sistem informasi yang terintegrasi,PP 59/2021,2,14,2,
,Huruf,Cisco,Apakah dilakukan pemantauan dan evaluasi terhadap kesesuaian isi Perjanjian Kerja dan pelaksanaannya oleh para pihak?,"Pemantauan dan evaluasi sebagaimana dimaksud dalam Pasal 13 ayat (2) huruf b dilakukan terhadap:
b. Kesesuaian isi Perjanjian Kerja dan pelaksanaannya oleh para pihak",PP 59/2021,2,15,1,b
,Huruf,Cisco,"Bagi Pekerja Migran Indonesia yang bekerja pada Pemberi Kerja berbadan hukum, bagaimana pemantauan dan evaluasi terhadap kelayakan tempat dan lingkungan kerja dilakukan?","Pemantauan dan evaluasi terhadap kelayakan tempat dan lingkungan kerja sebagaimana dimaksud pada ayat (1) huruf c dilakukan:
a. secara langsung oleh Atase Ketenagakerjaan dan/atau pejabat dinas luar negeri yang ditunjuk bagi Pekerja Migran Indonesia yang bekerja pada Pemberi Kerja berbadan hukum",PP 59/2021,2,15,2,a
,Huruf,Cisco,"Bagi Pekerja Migran Indonesia yang bekerja pada Pemberi Kerja perseorangan, bagaimana pemantauan dan evaluasi terhadap kelayakan tempat dan lingkungan kerja dilakukan?","Pemantauan dan evaluasi terhadap kelayakan tempat dan lingkungan kerja sebagaimana dimaksud pada ayat (1) huruf c dilakukan:
b. melalui kerja sama dengan Mitra Usaha dan/atau otoritas yang berwenang di negara tujuan penempatan bagi Pekerja Migran Indonesia yang bekerja pada Pemberi Kerja perseorangan.",PP 59/2021,2,15,2,b
,Huruf,Cisco,Apakah fasilitasi akses layanan Jaminan Sosial ketenagakerjaan dan kesehatan termasuk dalam memfasilitasi pemenuhan hak pekerja migran Indonesia?,"Fasilitasi pemenuhan hak Pekerja Migran Indonesia sebagaimana dimaksud dalam Pasal 13 ayat (2) huruf c, dilakukan melalui:
d. fasilitasi akses layanan Jaminan Sosial ketenagakerjaan dan kesehatan",PP 59/2021,2,16,1,d
,Pasal,Cisco,Bagaimana fasilitasi penyelesaian kasus ketenagakerjaan dilakukan?,"Fasilitasi penyelesaian kasus ketenagakerjaan sebagaimana dimaksud dalam Pasal 13 ayat (2) huruf d dilakukan melalui:
a. penyediaan layanan pengaduan; dan
b. penyediaan pusat pelindungan terpadu bagi Pekerja Migran Indonesia untuk memberikan akses komunikasi Pekerja Migran Indonesia dengan keluarganya.",PP 59/2021,2,17,,
,Huruf,Cisco,Apakah pemberian bantuan sosial termasuk dalam pemberian layanan jasa kekonsuleran?,"Pemberian layanan jasa kekonsuleran sebagaimana dimaksud dalam Pasal 13 ayat (2) huruf e dilakukan melalui:
d. pemberian bantuan sosial;",PP 59/2021,2,18,1,d
,Pasal,Cisco,Apa tujuan pembinaan terhadap Pekerja Migran Indonesia sebagai Pelindungan Selama Bekerja?,Pembinaan terhadap Pekerja Migran Indonesia sebagaimana dimaksud dalam Pasal 13 ayat (2) huruf g dilakukan untuk meningkatkan kapasitas Pekerja Migran Indonesia khususnya pemahaman mengenai hukum dan adat budaya negara tujuan penempatan.,PP 59/2021,2,19,,
,Ayat,Cisco,Kapan fasilitasi repatriasi dalam Pelindungan Selama Bekerja dapat dilakukan untuk Pekerja Migran Indonesia?,"Fasilitasi repatriasi sebagaimana dimaksud dalam Pasal 13 ayat (2) huruf h dilakukan dalam hal terjadi perang, bencana alam, wabah penyakit, atau bahaya nyata lain yang mengancam jiwa Pekerja Migran Indonesia dan/atau korban tindak pidana di negara tujuan penempatan.",PP 59/2021,2,20,1,
,Ayat,Cisco,Bagaimana fasilitasi repatriasi dalam Pelindungan Selama Bekerja dilakukan untuk Pekerja Migran Indonesia?,"Fasilitasi repatriasi sebagaimana dimaksud pada ayat (1) dilakukan oleh Perwakilan Republik Indonesia dengan memberikan pelindungan, membantu dan menghimpun Pekerja Migran Indonesia di wilayah yang aman, serta mengusahakan untuk memulangkan Pekerja Migran Indonesia ke Indonesia atas biaya Pemerintah Republik Indonesia.",PP 59/2021,2,20,2,
,Ayat,Cisco,Siapa yang bertanggung jawab untuk memulangkan Pekerja Migran Indonesia yang mengalami kecelakaan kerja?,"P3MI bertanggung jawab untuk memulangkan Pekerja Migran Indonesia dalam hal berakhirnya Perjanjian Kerja, pemutusan hubungan kerja, meninggal dunia, mengalami kecelakaan kerja, sakit yang mengakibatkan tidak dapat menjalankan pekerjaannya, dan/atau sebab lain yang menimbulkan kerugian Pekerja Migran Indonesia.",PP 59/2021,2,20,3,
,Huruf,Cisco,Apakah penyelesaian hak Pekerja Migran Indonesia yang belum terpenuhi termasuk dalam Pelindungan Setelah Bekerja?,"Pelindungan Setelah Bekerja diberikan melalui:
b. penyelesaian hak Pekerja Migran Indonesia yang belum terpenuhi",PP 59/2021,2,21,1,b
,Ayat,Cisco,Siapa yang melakukan Pelindungan Setelah Bekerja?,"Pelindungan Setelah Bekerja sebagaimana dimaksud pada ayat (1) dilakukan oleh Pemerintah Pusat, BP2MI, dan Pemerintah Daerah.",PP 59/2021,2,21,2,
,Ayat,Cisco,Siapa yang berkewajiban memulangkan jenazah bagi Pekerja Migran Indonesia yang ditempatkan oleh P3MI?,"Dalam hal Pekerja Migran Indonesia yang ditempatkan oleh P3MI meninggal dunia, pemulangan jenazah menjadi kewajiban P3MI.",PP 59/2021,2,21,3,
,Ayat,Cisco,Siapa saja yang berkoordinasi dengan P3MI dalam hal pemulangan jenazah Pekerja Migran Indonesia yang ditempatkan oleh P3MI meninggal dunia?,"Pemulangan jenazah sebagaimana dimaksud pada ayat (3) dilakukan dengan berkoordinasi dengan Perwakilan Republik Indonesia, Pemerintah Pusat, BP2MI, dan Pemerintah Daerah.",PP 59/2021,2,21,4,
,Huruf,Cisco,Apakah bimbingan sosial dan konseling psiko sosial termasuk dalam bentuk pemberian Rehabilitasi dan reintegrasi sosial?,"Rehabilitasi dan reintegrasi sosial sebagaimana dimaksud dalam Pasal 21 ayat (1) huruf d dapat diberikan dalam bentuk:
f. bimbingan sosial dan konseling psiko sosial",PP 59/2021,2,22,1,f
,Ayat,Cisco,Siapa yang melakukan rehabilitasi dan reintegrasi sosial untuk Pekerja Migran Indonesia?,Rehabilitasi dan reintegrasi sosial sebagaimana dimaksud pada ayat (1) dilakukan oleh BP2MI dan Pemerintah Daerah Kabupaten/Kota serta berkoordinasi dengan kementerian/lembaga terkait,PP 59/2021,2,22,2,
,Ayat,Cisco,Siapa yang melakukan pemberdayaan pekerja migran Indonesia dan Keluarganya?,"Pemberdayaan Pekerja Migran Indonesia dan Keluarganya sebagaimana dimaksud dalam Pasal 21 ayat (1) huruf e dilakukan oleh kementerian yang menyelenggarakan urusan pemerintahan di bidang ketenagakerjaan, BP2MI, dan/atau Pemerintah Desa.",PP 59/2021,2,23,1,
,Ayat,Cisco,Apakah ada keterlibatan pihak lain dalam pemberdayaan pekerja migran Indonesia dan Keluarganya?,Pemberdayaan Pekerja Migran Indonesia dan Keluarganya sebagaimana dimaksud pada ayat (1) dilakukan dengan melibatkan Pemerintah Daerah dan kementerian/lembaga terkait.,PP 59/2021,2,23,2,
,Ayat,Cisco,Kerentuan apa yang mengatur lebih lanjut mengenai Pemberdayaan Pekerja Migran Indonesia dan Keluarganya?,Ketentuan lebih lanjut mengenai pemberdayaan Pekerja Migran Indonesia dan Keluarganya sebagaimana dimaksud pada ayat (1) diatur dengan Peraturan Menteri.,PP 59/2021,2,23,3,
,Ayat,Cisco,Bagaimana pelindungan selama atau setelah bekerja dapat diberikan dalam situasi khusus?,"Dalam situasi khusus, Pelindungan Selama Bekerja atau Pelindungan Setelah Bekerja dapat juga diberikan dalam bentuk evakuasi.",PP 59/2021,2,24,1,
,Ayat,Cisco,Apa yang dimaksud dengan situasi khusus dalam pemberian evakuasi pelindungan selama atau setelah bekerja?,"Situasi khusus sebagaimana dimaksud pada ayat (1) dapat terjadi apabila:
a. bencana alam, wabah penyakit, atau perang;
b. pendeportasian massal; dan/atau
c. negara penempatan tidak lagi menjamin keselamatan Pekerja Migran Indonesia.",PP 59/2021,2,24,2,
,Ayat,Cisco,Dimana evakuasi dalam pemberian Pelindungan Selama atau Setelah Bekerja dilakukan?,Evakuasi sebagaimana dimaksud pada ayat (1) dilakukan dengan cara yang paling memungkinkan ke negara terdekat yang dianggap aman atau dipulangkan ke Indonesia.,PP 59/2021,2,24,3,
,Ayat,Cisco,Siapa yang mengkoordinasikan evakuasi untuk Pekerja Migran Indonesia?,"Evakuasi sebagaimana dimaksud pada ayat (3) dikoordinasikan oleh menteri yang menyelenggarakan urusan pemerintahan di bidang hubungan luar negeri, dengan berkoordinasi dengan kementerian/lembaga terkait di tingkat nasional dan/atau lembaga di tingkat internasional.",PP 59/2021,2,24,4,
,Pasal,Cisco,"Dalam konteks pelindungan hukum, bagaimana keadaan negara tujuan penempatan dimana Pekerja Migran Indonesia dapat bekerja?","Pekerja Migran Indonesia hanya dapat bekerja ke negara tujuan penempatan yang:
a. mempunyai peraturan perundang-undangan yang melindungi tenaga kerja asing;
b. telah memiliki perjanjian tertulis antara pemerintah negara tujuan penempatan dan Pemerintah Republik Indonesia; dan/atau
c. memiliki sistem Jaminan Sosial dan/atau asuransi yang melindungi pekerja asing.",PP 59/2021,2,25,,
,Pasal,Cisco,Bagaimana Pemerintah Pusat melakuakan pelindungan sosial bagi Calon Pekerja Migran Indonesia?,"Pemerintah Pusat dan/atau Pemerintah Daerah sesuai kewenangannya wajib melakukan pelindungan sosial bagi Calon Pekerja Migran Indonesia dan/atau Pekerja Migran Indonesia melalui:
a. peningkatan kualitas pendidikan dan pelatihan kerja melalui standardisasi kompetensi kerja;
b. peningikatan peran lembaga akreditasi dan lembaga sertifikasi;
c. menyediakan tenaga pendidik dan pelatihan kerja atau instruktur yang berkompeten dalam bidangnya;
d. penyelenggaraan Jaminan Sosial;
e. reintegrasi sosial melalui layanan peningkatan keterampilan baik terhadap Pekerja Migran Indonesia maupun keluarganya;
f. kebijakan pelindungan kepada perempuan dan anak; dan
g. penyediaan pusat pelindungan pekerja migran Indonesia di negara tujuan penempatan.",PP 59/2021,2,26,,
,Pasal,Cisco,Dengan siapa Pemerintah Pusat dan/atau Pemerintah Daerah melaksanakan kerja sama dalam pelindungan sosial?,"Pemerintah Pusat dan/atau Pemerintah Daerah dalam melaksanakan pelindunan sosial dapat dilakukan melalui kerja sama dengan dunia usaha, dunia industri, masyarakat, dan organisasi internasional sesuai dengan ketentuan perundang-undangan.",PP 59/2021,2,27,,
,Huruf,Cisco,Edukasi wirausaha termasuk dalam pelindungan apa bagi Pekerja Migran Indonesia?,"Pemerintah Pusat, dan/atau Pemerintah Daerah sesuai kewenangannya wajib melakukan pelindungan ekonomi bagi Calon Pekerja Migran Indonesia dan/atau Pekerja Migran Indonesia melalui:
c. edukasi wirausaha",PP 59/2021,2,28,1,c
,Ayat,Cisco,Bagaimana pelaksanaan pelindungan ekonomi dapat dilakukan?,Pelaksanaan pelindungan ekonomi sebagaimana dimaksud pada ayat (1) dapat dilakukan melalui kebijakan keuangan inklusif sesuai dengan ketentuan peraturan perundang-undangan.,PP 59/2021,2,28,2,
,Pasal,Cisco,Dengan siapa BP2MI melakukan kerja sama dalam melaksanakan pelindungan ekonomi?,"Pemerintah Pusat, BP2MI, dan Pemerintah Daerah dalam melaksanakan pelindungan ekonomi dapat dilakukan kerja sama dengan lembaga keuangan, dunia usaha, dunia industri, masyarakat, dan organisasi internasional sesuai dengan ketentuan peraturan perundang-undangan.",PP 59/2021,2,29,,
,Ayat,Cisco,Secara apa pembentukan LTSA Pekerja Migran Indonesia dilakukan?,"Pembentukan LTSA Pekerja Migran Indonesia dilakukan untuk meningkatkan pelayanan yang efektif, efisien, transparan, cepat, dan berkualitas tanpa diskriminasi yang diselenggarakan secara terkoordinasi dan terintegrasi.",PP 59/2021,2,30,1,
,Ayat,Cisco,Siapa yang bertanggung jawab dalam Pembentukan LTSA Pekerja Migran Indonesia?,Pembentukan LTSA Pekerja Migran Indonesia sebagaimana dimaksud pada ayat (1) menjadi tanggung jawab gubernur dan/atau bupati/wali kota.,PP 59/2021,2,30,2,
,Ayat,Cisco,Apa saja tugas dan tanggung jawab gubernur dan/atau bupati/wali kota dalam penyelenggaraan LTSA Pekerja Migran Indonesia?,"Dalam penyelenggaraan LTSA Pekerja Migran Indonesia, gubernur, dan/atau bupati/wali kota mempunyai tugas dan tanggung jawab:
a. memfasilitasi sistem layanan Penempatan dan Pelindungan Pekerja Migran Indonesia berbasi teknologi informasi;
b. mengalokasikan anggaran operasional LTSA Pekerja Migran Indonesia sesuai dengan kewenangannya;
c. memastikan terlaksanannya layanan bagi Calon Pekerja Migran Indonesia dengan menugaskan personil perangkat daerah terkait; dan
d. mengendalikan penyelenggaraan LTSA Pekerja Migran Indonesia.",PP 59/2021,2,30,3,
,Ayat,Cisco,Bagaimana kriteria pembentukan LTSA Pekerja Migran Indonesia dilakukan?,"Pembentukan LTSA Pekerja Migran Indonesia sebagaimana dimaksud pada ayat (1) dilakukan berdasarkan kriteria:
a. daerah basis Pekerja Migran Indonesia
b. daerah perlintasan Pekerja Migran Indonesia; dan/atau
c. kriteria lain yang ditetapkan oleh Menteri.",PP 59/2021,2,30,4,
,Bab,Cisco,Apa saja istilah perundang-undangan yang terkait dengan PELAKSANAAN PELINDUNGAN PEKERJA MIGRAN INDONESIA,Pasal 1,PP 59/2021,1,,,
,Bab,Cisco,Apa saja kebijakan penyesuaian iuran program jaminan sosial ketenagakerjaan selama bencana COVID-19?,Pasal 3 - 23,PP 49/2020,2,,,
,Huruf,Cisco,Apa yang dimaksud dengan Program Jaminan Sosial Ketenagakerjaan?,"Program Jaminan Sosial Ketenagakerjaan adalah program yang terdiri dari program Jaminan Kecelakaan Kerja, Jaminan Kematian, Jaminan Hari Tua, dan Jaminan Pensiun.",PP 49/2020,1,1,1,1
,Huruf,Cisco,Apa yang dimaksud dengan JHT?,"Jaminan Hari Tua yang selanjutnya disingkat JHT adalah Manfaat uang tunai yang dibayarkan sekaligus pada saat Peserta memasuki usia pensiun, meninggal dunia, atau mengalami cacat total tetap.",PP 49/2020,1,1,1,4
,Huruf,Cisco,Apa yang dimaksud dengan Manfaat?,Manfaat adalah faedah jaminan sosial yang menjadi hak Peserta dan/atau anggota keluarganya.,PP 49/2020,1,1,1,8
,Huruf,Cisco,Apa yang dimaksud dengan Peserta,"Peserta adalah setiap orang, termasuk orang asing yang bekerja paling singkat 6 (enam) bulan di Indonesia, yang telah membayar Iuran.",PP 49/2020,1,1,1,13
,Huruf,Cisco,Apa yang dimaksud dengan Peserta Bukan Penerima Upah?,Peserta Bukan Penerima Upah adalah orang perseorangan yang melakukan kegiatan usaha secara mandiri untuk memperoleh penghasilan.,PP 49/2020,1,1,1,15
,Ayat,Cisco,Bagaimana penyesuaian iuran yang dimaksud?,"Penyesuaian Iuran sebagaimana dimaksud pada ayat (1) berupa:
a. kelonggaran batas waktu pembayaran Iuran JKK, Iuran JKM, Iuran JHT, dan Iuran JP setiap bulan;
b. keringanan Iuran JKK dan Iuran JKM; dan
c. penundaan pembayaran sebagian Iuran JP.",PP 49/2020,2,3,2,
,Ayat,Cisco,Bagaimana bentuk kelonggaran batas waktu pembayaran Iuran?,"Jika dalam peraturan perundang-undangan yang mengatur mengenai Program Jaminan Sosial Ketenagakerjaan ditetapkan batas waktu pembayaran Iuran JKK, Iuran JKM, Iuran JHT, dan Iuran JP setiap bulan, yaitu paling lambat tanggal 15 bulan berikutnya dari bulan Iuran yang bersangkutan maka dengan Peraturan Pemerintah ini:
a. Pemberi Kerja wajib memungut, membayar, dan menyetorkan; dan
b. Peserta Bukan Penerima Upah wajib membayar,
Iuran Program Jaminan Sosial Ketenagakerjaan setiap bulan, yaitu paling lambat tanggal 30 bulan berikutnya dari bulan Iuran yang bersangkutan.",PP 49/2020,2,4,1,
,Pasal,Cisco,Bagaimana besar keringanan Iuran Jaminan Kecelakaan Kerja atau JKK?,"Keringanan Iuran JKK diberikan sebesar 99% (sembilan puluh sembilan persen), sehingga Iuran JKK menjadi 1% (satu persen) dari Iuran JKK sebagaimana dimaksud dalam Peraturan Pemerintah Nomor 44 Tahun 2015 tentang Penyelenggaraan Program Jaminan Kecelakaan Kerja dan Jaminan Kematian sebagaimana telah diubah dengan Peraturan Pemerintah Nomor 82 Tahun 2019 tentang Perubahan atas Peraturan Pemerintah Nomor 44 Tahun 2015 tentang Penyelenggaraan Program Jaminan Kecelakaan Kerja dan Jaminan Kematian.",PP 49/2020,2,5,,
,Huruf,Cisco,Bagaimana Iuran JKK bagi Peserta Penerima Upah berisiko sedang?,"Iuran JKK sebagaimana dimaksud dalam Pasal 5 bagi Peserta Penerima Upah dilaksanakan dengan ketentuan sebagai berikut:
c. tingkat risiko sedang, yaitu sebesar 1% (satu persen) dikali 0,89% (nol koma delapan puluh sembilan persen) dari Upah sebulan sehingga menjadi 0,0089% (nol koma nol nol delapan puluh sembilan persen) dari Upah sebulan;",PP 49/2020,2,6,1,c
,Pasal,Cisco,Bagaimana Iuran JKK bagi Peserta Bukan Penerima Upah?,Iuran JKK sebagaimana dimaksud dalam Pasal 5 bagi Peserta Bukan Penerima Upah yaitu sebesar 1% (satu persen) dari Iuran nominal Peserta sebagaimana tercantum dalam Lampiran II Peraturan Pemerintah Nomor 44 Tahun 2015 tentang Penyelenggaraan Program Jaminan Kecelakaan Kerja dan Jaminan Kematian sebagaimana telah diubah dengan Peraturan Pemerintah Nomor 82 Tahun 2019 tentang Perubahan atas Peraturan Pemerintah Nomor 44 Tahun 2015 tentang Penyelenggaraan Program Jaminan Kecelakaan Kerja dan Jaminan Kematian,PP 49/2020,2,7,,
,Pasal,Cisco,Bagaimana besar keringanan Iuran Jaminan Kematian atau JKM?,"Keringanan Iuran JKM diberikan sebesar 99% (sembilan puluh sembilan persen), sehingga Iuran JKM menjadi 1% (satu persen) dari Iuran JKM sebagaimana dimaksud dalam Peraturan Pemerintah Nomor 44 Tahun 2015 tentang Penyelenggaraan Program Jaminan Kecelakaan Kerja dan Jaminan Kematian sebagaimana telah diubah dengan Peraturan Pemerintah Nomor 82 Tahun 2019 tentang Perubahan atas Peraturan Pemerintah Nomor 44 Tahun 2015 tentang Penyelenggaraan Program Jaminan Kecelakaan Kerja dan Jaminan Kematian.",PP 49/2020,2,9,,
,Pasal,Cisco,Bagaimana Iuran JKM bagi Peserta Penerima Upah?,"Iuran JKM sebagaimana dimaksud dalam Pasal 9 bagi Peserta Penerima Upah yaitu sebesar 1% (satu persen) dikali 0,30% (nol koma tiga puluh persen) dari Upah sebulan sehingga menjadi 0,0030% (nol koma nol nol tiga puluh persen) dari Upah sebulan.",PP 49/2020,2,10,,
,Pasal,Cisco,Bagaimana Iuran JKM bagi Peserta Bukan Penerima Upah?,"Iuran JKM sebagaimana dimaksud dalam Pasal 9 bagi Peserta Bukan Penerima Upah yaitu sebesar 1% (satu persen) dikali Rp6.800,00 (enam ribu delapan ratus rupiah) sehingga menjadi Rp68,00 (enam puluh delapan rupiah) setiap bulan.",PP 49/2020,2,11,,
,Ayat,Cisco,Bagaimana Iuran JKM yang didasarkan atas Upah Pekerja?,"Dalam hal Iuran didasarkan atas Upah Pekerja, komponen Upah tercantum dan diketahui, maka besarnya Iuran JKM bagi Pekerja harian lepas, borongan, dan perjanjian kerja waktu tertentu yang bekerja pada Pemberi Kerja sektor usaha jasa konstruksi, Iuran ditetapkan sebesar 1% (satu persen) dikali 0,30% (nol koma tiga puluh persen) dari Upah sebulan sehingga menjadi 0,0030% (nol koma nol nol tiga puluh persen) dari Upah sebulan.",PP 49/2020,2,12,1,
,Bab,Cisco,Apa saja kebijakan persyaratan yang terkait dengan keringan Iuran Jaminan Kecelakaan Kerja dan Iuran Jaminan Kematian?,Pasal 5-16,PP 49/2020,2,,,
,Ayat,Cisco,"Apa syarat keringanan Iuran JKK dan Iuran JKM bagi Pemberi Kerja, Peserta Penerima Upah, dan Peserta Bukan Penerima Upah?","Pemberi Kerja, Peserta Penerima Upah, dan Peserta Bukan Penerima Upah yang mendaftar sebelum bulan Agustus 2020 diberikan keringanan Iuran JKK dan Iuran JKM sesuai dengan ketentuan dalam Peraturan Pemerintah ini setelah melunasi Iuran JKK dan Iuran JKM sampai dengan bulan Juli 2020.",PP 49/2020,2,13,1,
,Ayat,Cisco,"Bagaimana ketentuan keringanan Iuran JKK dan Iuran JKM bagi Pekerja harian lepas, borongan, dan perjanjian kerja waktu tertentu?","Ketentuan sebagaimana dimaksud dalam Pasal 13 berlaku bagi Pekerja harian lepas, borongan, dan perjanjian kerja waktu tertentu yang bekerja pada Pemberi Kerja sektor usaha jasa konstruksi yang komponen Upahnya didasarkan atas Upah Pekerja, komponen Upah tercantum dan diketahui.",PP 49/2020,2,14,1,
,Ayat,Cisco,Bagaimana mekanisme pemberian keringanan Iuran JKK dan Iuran JKM?,Mekanisme pemberian keringanan Iuran JKK dan Iuran JKM diberikan secara langsung oleh BPJS Ketenagakerjaan tanpa permohonan.,PP 49/2020,2,15,1,
,Ayat,Cisco,Berapa besaran penundaan pembayaran sebagian Iuran Jaminan Pensiun atau JP?,"Pemberi Kerja wajib:
a. memungut Iuran JP dari Pekerja yaitu sebesar 1% (satu persen) dari Upah Pekerja; dan
b. membayarkan dan menyetorkan:
1. Iuran JP yang menjadi kewajiban Pemberi Kerja yaitu sebesar 2% (dua persen) dari Upah Pekerja; dan
2. Iuran JP sebagaimana dimaksud pada huruf a, 
kepada BPJS Ketenagakerjaan.",PP 49/2020,2,17,1,
,Pasal,Cisco,Apa syarat penundaan pembayaran sebagian Iuran pada Pemberi Kerja dan Pekerja skala usaha menengah dan besar?,"Penundaan pembayaran sebagian Iuran sebagaimana dimaksud dalam Pasal 17 ayat (2) huruf b diberikan kepada Pemberi Kerja dan Pekerja skala usaha menengah dan besar yang memenuhi syarat sebagai berikut:
a. kegiatan produksi, distribusi, atau kegiatan utama usahanya terganggu akibat bencana nonalam penyebaran Corona Virus Disease 2019 (COVID-19) sehingga berdampak pada penurunan omset penjualan/pendapatan bulanan sebesar lebih dari 30% (tiga puluh persen), yang data penurunannya disampaikan per bulan sejak bulan Februari 2020 dengan surat penyataan dari pimpinan tertinggi Pemberi Kerja secara itikad baik; dan
b. Pemberi Kerja dengan ketentuan:
1. telah mendaftarkan Pekerjanya sebagai Peserta sebelum bulan Agustus 2020 harus melunasi Iuran JP sampai dengan bulan Juli 2020; atau 
2. baru mendaftarkan Pekerjanya sebagai Peserta setelah bulan Juli 2020 harus membayar sebagian Iuran sebagaimana dimaksud dalam Pasal 17 ayat (2) huruf a.",PP 49/2020,2,18,,
,Ayat,Cisco,Apakah Pemberi Kerja yang terdampak bencana nonalam penyebaran Corona Virus Disease 2019 (COVID-19) harus mengajukan permohonan penundaan pembayaran sebagian Iuran JP?,Pemberi Kerja yang terdampak bencana nonalam penyebaran Corona Virus Disease 2019 (COVID-19) sebagaimana dimaksud dalam Pasal 18 mengajukan permohonan penundaan pembayaran sebagian Iuran JP kepada BPJS Ketenagakerjaan.,PP 49/2020,2,19,1,
,Ayat,Cisco,Berapa lama verifikasi permohonan penundaan pembayaran sebagian Iuran JP dilakukan?,BPJS Ketenagakerjaan melakukan verifikasi atas permohonan penundaan pembayaran sebagian Iuran JP paling lama 3 (tiga) hari sejak permohonan diterima.,PP 49/2020,2,19,2,
,Pasal,Cisco,Apa syarat penundaan pembayaran sebagian Iuran JP pada Pemberi Kerja dan Pekerja skala usaha mikro dan kecil?,"Penundaan pembayaran sebagian Iuran JP sebagaimana dimaksud dalam Pasal 17 ayat (2) huruf b diberikan kepada Pemberi Kerja dan Pekerja skala usaha mikro dan kecil yang memenuhi syarat sebagai Pemberi Kerja yang:
a. telah mendaftarkan Pekerjanya sebagai Peserta sebelum bulan Agustus 2020 harus melunasi Iuran JP sampai dengan bulan Juli 2020; atau
b. baru mendaftarkan Pekerjanya sebagai Peserta setelah bulan Juli 2020 harus membayar sebagian Iuran sebagaimana dimaksud dalam Pasal 17 ayat (2) huruf a.",PP 49/2020,2,20,,
,Ayat,Cisco,Apakah Pemberi Kerja skala usaha mikro dan kecil harus mengajukan permohonan penundaan pembayaran sebagian Iuran JP terlebih dahulu?,Pemberi Kerja skala usaha mikro dan kecil sebagaimana dimaksud dalam Pasal 20 diberikan penundaan pembayaran sebagian Iuran JP setelah terlebih dahulu memberitahukan kepada BPJS Ketenagakerjaan.,PP 49/2020,2,21,1,
,Ayat,Cisco,Berapa besar denda keterlambatan pembayaran Iuran Program Jaminan Sosial Ketenagakerjaan?,"Keterlambatan pembayaran Iuran Program Jaminan Sosial Ketenagakerjaan yang melebihi batas waktu sebagaimana dimaksud dalam Pasal 4 dikenakan denda sebesar 0,5% (nol koma lima persen) untuk setiap bulan keterlambatan.",PP 49/2020,2,23,1,
